"Iteration","WSS_y Monitor: WSS_y Monitor (N)"
122.0,-0.012040444370370046
123.0,-0.012075895962976741
124.0,-0.012110806770260133
125.0,-0.01214526918278547
126.0,-0.012179074451212555
127.0,-0.01221236401393
128.0,-0.01224518735915626
129.0,-0.012277413906655014
130.0,-0.012308958557418904
131.0,-0.012339777774710936
132.0,-0.012369757720626033
133.0,-0.012398977945404616
134.0,-0.012427120110681951
135.0,-0.012454218364137135
136.0,-0.01248013985643518
137.0,-0.012504528851730472
138.0,-0.012528516922428016
139.0,-0.012550191023412809
140.0,-0.012571391581393572
141.0,-0.012589962893476143
142.0,-0.012608130390011879
143.0,-0.012623506286001479
144.0,-0.0126382163287202
145.0,-0.012651203766012569
146.0,-0.012662668367949067
147.0,-0.012674532334618668
148.0,-0.012683607056555947
149.0,-0.012689536603375458
150.0,-0.012693947216928694
151.0,-0.012697284412296728
152.0,-0.012698587460682193
153.0,-0.012698197416879116
154.0,-0.012696709566882987
155.0,-0.012693293041490169
156.0,-0.012687207956599273
157.0,-0.012680777554708287
158.0,-0.012672630143990359
159.0,-0.012663035983879384
160.0,-0.012652420787103132
161.0,-0.012640316940716736
162.0,-0.01262744973976151
163.0,-0.012613331930143131
164.0,-0.01259844146734666
165.0,-0.012582261475100697
166.0,-0.01256580808586129
167.0,-0.012548310927438744
168.0,-0.012530056887998837
169.0,-0.012511493426150674
170.0,-0.012492262513791442
171.0,-0.012472599750704335
172.0,-0.01245265916047499
173.0,-0.012432437303997386
174.0,-0.012412134448530109
175.0,-0.012391800855566565
176.0,-0.012371605242310957
177.0,-0.012351627025376353
178.0,-0.012332007542986547
179.0,-0.012312847823609986
180.0,-0.012294256887313771
181.0,-0.012276421226024814
182.0,-0.012259447317696095
183.0,-0.01224342951109643
184.0,-0.012228514874917062
185.0,-0.012214826174966928
186.0,-0.012202451196582864
187.0,-0.012191314736802497
188.0,-0.012181989736851508
189.0,-0.012173810398556249
190.0,-0.012167582728522175
191.0,-0.01216255132713632
192.0,-0.01215933027344793
193.0,-0.012157696863257579
194.0,-0.012157637797690097
195.0,-0.012159099923858377
196.0,-0.012162039208536106
197.0,-0.012166415254129325
198.0,-0.012172152730781285
199.0,-0.012179198754581745
200.0,-0.012187711172642344
201.0,-0.012197001418120242
202.0,-0.01220763078794181
203.0,-0.012218937747016215
204.0,-0.012231330350174447
205.0,-0.012244257532185745
206.0,-0.012258071478528781
207.0,-0.01227243244654722
208.0,-0.012287259577185693
209.0,-0.012302807293197092
210.0,-0.012318274789994841
211.0,-0.012334785338347792
212.0,-0.012350724007064714
213.0,-0.012366915784887382
214.0,-0.012383643546396535
215.0,-0.012400133643307405
216.0,-0.01241703429193763
217.0,-0.01243369231129738
218.0,-0.012450668160035363
219.0,-0.012467424788218233
220.0,-0.012484140219727864
221.0,-0.01250154179502764
222.0,-0.012518150858098596
223.0,-0.012534746782374439
224.0,-0.012551497896340918
225.0,-0.012568211868426578
226.0,-0.012584896421061885
227.0,-0.012601543203915499
228.0,-0.012618137222663266
229.0,-0.012634670927362245
230.0,-0.012651138084638289
231.0,-0.012667534690339403
232.0,-0.012683855570495823
233.0,-0.01270009785577611
234.0,-0.012716259791785808
235.0,-0.012732339422216642
236.0,-0.012748334755613615
237.0,-0.012764245083997535
238.0,-0.012780074021650906
239.0,-0.012795807320825863
240.0,-0.012811456815171427
241.0,-0.0128270198829477
242.0,-0.01284249381672573
243.0,-0.012857875667433927
244.0,-0.012873163239317826
245.0,-0.012888356321650092
246.0,-0.01290342993302212
247.0,-0.012918412811497531
248.0,-0.012933308883339543
249.0,-0.012948098183174142
250.0,-0.01296279487830315
251.0,-0.012977381593143652
252.0,-0.012991871234145419
253.0,-0.013006247831873556
254.0,-0.013020523903935481
255.0,-0.013034665437675156
256.0,-0.013048732868122739
257.0,-0.013062686169147287
258.0,-0.013076499888274824
259.0,-0.013090214349572343
260.0,-0.01310381722341099
261.0,-0.013117310315320081
262.0,-0.013130690718666472
263.0,-0.013143955716009315
264.0,-0.01315710332505396
265.0,-0.013170132204539288
266.0,-0.013183041734233805
267.0,-0.013195830795016116
268.0,-0.01320849871225933
269.0,-0.013221045558786818
270.0,-0.01323346953521914
271.0,-0.013245768943501136
272.0,-0.01325794279853437
273.0,-0.013269990207490047
274.0,-0.013281910411526484
275.0,-0.01329370291345728
276.0,-0.01330536733562514
277.0,-0.013316903000108113
278.0,-0.013328309452910135
279.0,-0.013339586135585908
280.0,-0.013350732549474702
281.0,-0.013361747932268778
282.0,-0.013372632270193209
283.0,-0.013383385351787173
284.0,-0.013394006770435186
285.0,-0.01340448988219578
286.0,-0.013414846193806668
287.0,-0.013425071151825495
288.0,-0.013435164563446208
289.0,-0.013445126111134685
290.0,-0.013454955435950442
291.0,-0.013464652462490411
292.0,-0.013474217372882987
293.0,-0.013483650426911695
294.0,-0.013492952126895217
295.0,-0.013502122959636155
296.0,-0.013511163503962741
297.0,-0.013520074271075428
298.0,-0.013528855952606162
299.0,-0.013537509274680684
300.0,-0.013546035376669386
301.0,-0.01355443486744676
302.0,-0.01356270828446077
303.0,-0.013570856319873573
304.0,-0.0135788798129111
305.0,-0.013586779690044957
306.0,-0.013594556980464174
307.0,-0.013602212700866647
308.0,-0.013609747875764074
309.0,-0.013617163487112555
310.0,-0.01362446036127424
311.0,-0.013631639736123174
312.0,-0.01363870270611178
313.0,-0.013645650555143553
314.0,-0.013652484429223307
315.0,-0.013659205557321554
316.0,-0.013665815137022716
317.0,-0.013672314295244622
318.0,-0.013678704284949985
319.0,-0.013684986324662664
320.0,-0.013691161577889388
321.0,-0.013697231570649357
322.0,-0.013703197517125933
323.0,-0.013709060775490797
324.0,-0.013714822699295758
325.0,-0.013720484626403504
326.0,-0.013726047899384988
327.0,-0.013731513887005253
328.0,-0.013736883862533572
329.0,-0.01374215911822286
330.0,-0.013747341031678021
331.0,-0.01375243098797231
332.0,-0.013757430389489475
333.0,-0.013762340317714297
334.0,-0.013767162296639985
335.0,-0.013771897532894806
336.0,-0.013776547457412861
337.0,-0.013781113549288893
338.0,-0.01378559695946894
339.0,-0.013789999408752848
340.0,-0.013794321797422154
341.0,-0.013798565134164139
342.0,-0.013802730789073642
343.0,-0.013806820094625282
344.0,-0.01381083436862795
345.0,-0.013814774931891531
346.0,-0.013818643023854299
347.0,-0.0138224398607993
348.0,-0.013826166618512752
349.0,-0.01382982459012152
350.0,-0.013833415086481615
351.0,-0.01383693929913829
352.0,-0.013840398337237048
353.0,-0.01384379331226968
354.0,-0.013847125332595378
355.0,-0.013850395522885427
356.0,-0.013853605022488374
357.0,-0.013856754911368408
358.0,-0.013859846270209721
359.0,-0.013862880243018436
360.0,-0.013865857865553737
361.0,-0.0138687801723864
362.0,-0.013871648206081352
363.0,-0.013874462942635047
364.0,-0.01387722539309037
365.0,-0.01387993652676258
366.0,-0.013882597286203275
367.0,-0.013885208593706901
368.0,-0.013887771348485515
369.0,-0.013890286543165164
370.0,-0.013892755056502558
371.0,-0.013895177728629629
372.0,-0.013897555416523573
373.0,-0.0138998889744501
374.0,-0.013902179308787795
375.0,-0.013904427308217351
376.0,-0.013906633760207855
377.0,-0.013908799467719534
378.0,-0.013910925194922909
379.0,-0.013913011722416851
380.0,-0.013915059822851884
381.0,-0.013917070220775622
382.0,-0.013919043648195007
383.0,-0.013920980805230666
384.0,-0.013922882383981795
385.0,-0.01392474906682243
386.0,-0.013926581546452712
387.0,-0.0139283804917255
388.0,-0.013930146530208977
389.0,-0.013931880315374361
390.0,-0.013933582499902843
391.0,-0.01393525369126712
392.0,-0.01393689447585445
393.0,-0.01393850543362889
394.0,-0.013940087140035964
395.0,-0.01394164016522138
396.0,-0.013943165065056223
397.0,-0.01394466238419022
398.0,-0.013946132647491411
399.0,-0.013947576388184528
400.0,-0.013948994121102216
401.0,-0.013950386341453683
402.0,-0.013951753537037563
403.0,-0.013953096194418618
404.0,-0.01395441478807709
405.0,-0.013955709777944948
406.0,-0.013956981617446254
407.0,-0.013958230748917562
408.0,-0.013959457607626126
409.0,-0.013960662626691479
410.0,-0.01396184623314796
411.0,-0.013963008815012522
412.0,-0.013964150772781066
413.0,-0.013965272502129368
414.0,-0.013966374391102352
415.0,-0.013967456813068642
416.0,-0.013968520130186256
417.0,-0.013969564699154469
418.0,-0.013970590866112876
419.0,-0.013971598985564269
420.0,-0.0139725893982553
421.0,-0.013973562439888836
