"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual"
1.0,0.6251511360057554,0.014469574156153788,0.13010559097737007
2.0,1.0,1.0,1.0
3.0,0.27577948216549647,0.7185371844432077,0.5856039730799777
4.0,0.3617476946581313,0.49206861912491107,0.2861114640736
5.0,0.2170477710662985,0.27625109423269323,0.19245048147723054
6.0,0.13340629587236577,0.18683034881252084,0.14300603916445498
7.0,0.07678270508989825,0.1561759740958228,0.12739441240714947
8.0,0.05493350140796881,0.1450210230881742,0.11937716342149171
9.0,0.04594678010372903,0.13435131124412555,0.1121459920421116
10.0,0.03890618665044212,0.12564552715657334,0.10420611506732837
11.0,0.034527400304269124,0.11793960822033092,0.09623202885859591
12.0,0.031751381499841226,0.11123082705271467,0.08951112708503127
13.0,0.029613769239677484,0.10586646728745418,0.0842227659215733
14.0,0.028582243410196648,0.10131116592590149,0.07961830388459185
15.0,0.02712739398049535,0.09788904321823086,0.07526109693459163
16.0,0.02578825282822697,0.09489579022539776,0.07135801544487662
17.0,0.024597809060461127,0.09215786584609707,0.06785209527998017
18.0,0.02352366348194274,0.08950733993603709,0.06469470946462934
19.0,0.021868214395824558,0.08688493048559527,0.061808768652695086
20.0,0.021260121337893376,0.08419288174619866,0.05938672975944111
21.0,0.020731692829976972,0.08153344235832947,0.05709220136558575
22.0,0.01922050856048181,0.07870030073175491,0.055015490824294806
23.0,0.018936887550745553,0.07597612288140895,0.053182576371257465
24.0,0.018035623456146222,0.07322544750660527,0.05143760263907767
25.0,0.017113345155232246,0.07046026510405716,0.04980460392573002
26.0,0.016306523784442015,0.06778068099880796,0.04825574020010661
27.0,0.015588533730417718,0.06514592423328752,0.046805422815697134
28.0,0.01496727276643651,0.0625839548607868,0.045402114887621706
29.0,0.014337391081976117,0.06010765579795748,0.044057471162456764
30.0,0.013770496972829505,0.0577183665462507,0.04276338055656178
31.0,0.013151533951368456,0.05541085868068283,0.04150859286774828
32.0,0.012604148609026512,0.05318473790149083,0.040295973122084036
33.0,0.012167505421881535,0.05103544459997789,0.03911803582808352
34.0,0.011712445728139668,0.04896314232700525,0.037986566198218184
35.0,0.011180965819728399,0.046957344794298694,0.0368784845859943
36.0,0.010693575154355475,0.04502991082697215,0.035823753977117075
37.0,0.010237417988568958,0.04319588165996503,0.03481121719835096
38.0,0.009801619259600117,0.04145404199870391,0.033832469197947884
39.0,0.009480764909075973,0.03979791829325291,0.03289991897008286
40.0,0.009184757373834491,0.03824621810264856,0.032020548648127964
41.0,0.008819541619669325,0.03681289429137592,0.03118617635034072
42.0,0.008381535772983409,0.03550681853377187,0.030379978339990014
43.0,0.008046030004062824,0.03430901483221499,0.029608233718825594
44.0,0.007851589145555931,0.03323420101434733,0.02885882365540675
45.0,0.007715399928199568,0.03226580178483647,0.028142112548087118
46.0,0.007512799766762149,0.031398233745095,0.0274443204323578
47.0,0.007342216850148368,0.030625542356684226,0.02676733137925166
48.0,0.007237485502269453,0.029928197967079257,0.02610622114184804
49.0,0.0072285837662289165,0.02930543146496244,0.02546532502863564
50.0,0.007205604829666882,0.028730534765497164,0.024839985916446868
51.0,0.006994032738533104,0.028199139650506726,0.0242384866374636
52.0,0.006875816336702374,0.027664629623334283,0.023647134335141998
53.0,0.006614143461641579,0.02721313408139189,0.023094732930780987
54.0,0.00645509795614859,0.026693543402863572,0.02255071271475391
55.0,0.006384291668174466,0.026200142136835095,0.022040681268882395
56.0,0.0061366318275826925,0.02576765864421582,0.021547265573433543
57.0,0.006056921578569751,0.02523661039535114,0.021069235488715067
58.0,0.005914896055787669,0.024775064870611273,0.020634942039599716
59.0,0.005713486504916836,0.024308171058342133,0.02020284951324605
60.0,0.0057690310258185825,0.023774464840860713,0.01980337351432175
61.0,0.005575419319219638,0.023302385847770443,0.01940807597357158
62.0,0.005655940677388829,0.022783346532368628,0.019045326928096504
63.0,0.005474541692715603,0.022271801227299007,0.018675968210761246
64.0,0.005581694091539251,0.02180433869195021,0.018341599173819664
65.0,0.005470418439769692,0.021265352173166104,0.01800447902645074
66.0,0.0056614225551258794,0.02080440946591333,0.017681713349668643
67.0,0.005643102952247048,0.020315473734009052,0.017375064486484865
68.0,0.005380540706635272,0.019779776876500073,0.01706949792866473
69.0,0.005610539249008296,0.019331219251641402,0.016776038081282144
70.0,0.005206956801171309,0.018805809498110972,0.01648970677908199
71.0,0.005349812454351994,0.01835841576791272,0.01620487947565314
72.0,0.005088519194977897,0.01785756944714466,0.0159384678673469
73.0,0.005349647731507069,0.01741736817848799,0.01567030723021033
74.0,0.005220745653951424,0.016928960429390297,0.015428135964761664
75.0,0.0051455240129662716,0.01647659198191055,0.015181112863002605
76.0,0.005345457013135829,0.01605042471515141,0.014947324934564635
77.0,0.005134416179667563,0.015608176647722892,0.014740173325191005
78.0,0.005030945206607008,0.015181252830077398,0.014532427146251203
79.0,0.005080628190743615,0.014773292004722667,0.014334648797501836
80.0,0.0051266289974785904,0.01436416379862112,0.014157338065074269
81.0,0.005151585163933208,0.013955592643270575,0.013990287753134451
82.0,0.005192955322950512,0.013556814852704198,0.013829939820449864
83.0,0.005302130758566157,0.013167613489436233,0.01368303360027833
84.0,0.005427285128958301,0.012780342362535061,0.013543859765485035
85.0,0.005450762041654642,0.012426251380058732,0.013409802176314744
86.0,0.00552940758751265,0.012074057220730558,0.013275776002345875
87.0,0.005629769251967422,0.011730721257982205,0.013142489918799363
88.0,0.005649564510647131,0.011417561558013848,0.013010786689216191
89.0,0.0056812899673106985,0.011108016177197288,0.012876062632931267
