"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual"
1.0,0.35280470113012186,0.003622894988291884,0.020731494009913143
2.0,0.9999999999999999,1.0,1.0
3.0,0.4154760664775026,0.4314243768538496,0.46758344590284706
4.0,0.4095615695271184,0.28338901415413387,0.3170179875344249
5.0,0.40958276770410057,0.2353422180022127,0.2746527469821411
6.0,0.345678900468408,0.1888646115662817,0.2341264056535115
7.0,0.3051519894841603,0.15410167671248012,0.18783576950737604
8.0,0.25441838362302466,0.1267965245140091,0.15699935945613677
9.0,0.21505827646969003,0.10697462179530741,0.12668279488905526
10.0,0.17891856031781908,0.09173893721238126,0.10330325066342007
11.0,0.15116595633017368,0.07868413053422443,0.08661956265433053
12.0,0.12422600882345687,0.06830613826569147,0.07484395164813856
13.0,0.10443395969512119,0.06035586572936479,0.06433125679276219
14.0,0.09122615273174099,0.05432743459236943,0.056620670922561005
15.0,0.07839549939525368,0.049001673125506566,0.049981123761855956
16.0,0.07110840544756113,0.04433978497377143,0.044390807849911944
17.0,0.0656317187331605,0.03989591851394477,0.04024819187628686
18.0,0.05949368341769683,0.03601888427859817,0.03725693431685899
19.0,0.05294278548122494,0.032993750781977825,0.03458469124256422
20.0,0.04896403507290215,0.031083953154734313,0.032464091185268495
21.0,0.04436660244230155,0.029276881480429964,0.030672309894283305
22.0,0.04238657427209602,0.02567101673005404,0.029144178620631962
23.0,0.039150120986938104,0.02183638198446375,0.028650721415442355
24.0,0.0339461121078184,0.018251023352125622,0.027749962840594018
25.0,0.03055237679073195,0.015087984315702211,0.02577196099553239
26.0,0.02528365567769143,0.012634882334750632,0.022776982458057756
27.0,0.023561711007500534,0.0105270485266037,0.02196315209888855
28.0,0.019918026965262306,0.00994962968808317,0.01911236122118549
29.0,0.01754357776662195,0.008797884629660576,0.016915757248081965
30.0,0.01535229827875264,0.007986684785508109,0.015102516080859251
31.0,0.013500256147207429,0.007376861494329795,0.013805215206285727
32.0,0.012348111608138012,0.006569857239433303,0.012634418590558909
33.0,0.011062488273686099,0.005908668849729922,0.011366505228800547
34.0,0.009707320660009403,0.005703233760199192,0.01025906434977332
35.0,0.00853873377185242,0.005485805034555325,0.009361304309456352
36.0,0.007829648836183083,0.005156328992054533,0.008457529899843
37.0,0.007074834722632561,0.005168144559528696,0.008053303644601821
38.0,0.006508277152382073,0.004710246669643092,0.007747642941742104
39.0,0.005995109643306367,0.004404260439152006,0.007106838299372035
40.0,0.005776858477284587,0.00423177324095909,0.00666999388257012
41.0,0.005724164933523056,0.004043691223650734,0.006300700599851794
42.0,0.0056047265139015125,0.0038188305281547175,0.005855441158914239
43.0,0.005237035038544704,0.0035276941990773935,0.005276064187436989
44.0,0.00521303057600564,0.003162526889883677,0.004835681085535213
45.0,0.0049493401142578315,0.002899583489177788,0.00433050207629102
46.0,0.004604685343746986,0.002629326410092267,0.0038809311798810183
47.0,0.004273575096375893,0.0023993102779735005,0.0034453777515320323
48.0,0.00398173421601133,0.00218377321145868,0.0030222362885567997
49.0,0.0036849804476024816,0.001946679204014066,0.002653439260302422
50.0,0.0034133708440311993,0.0017359368557655348,0.0023530430262893556
51.0,0.0031525425876578225,0.0015551032886954525,0.0020774004085967425
52.0,0.002852482703208578,0.001401773972112424,0.0018174955157937366
53.0,0.0025286754248517672,0.001274431057613112,0.0015662987215884464
54.0,0.002227893231729389,0.0011558364690490445,0.001335369378798126
55.0,0.001990645184569428,0.0010375475622694584,0.001140201922631976
56.0,0.0018286568686069708,9.276881693919724E-4,9.765496454825973E-4
57.0,0.0016888869417311476,8.188296877153166E-4,8.426299541165593E-4
58.0,0.0015687851775534976,7.176094207174956E-4,7.347009123017096E-4
59.0,0.001443611650676744,6.252031759105263E-4,6.424424732150284E-4
60.0,0.0013467180205386565,5.395115747043489E-4,5.650436908413431E-4
61.0,0.0012560217873643317,4.72514964189509E-4,5.007178460586599E-4
62.0,0.001152283087805565,4.2402108398728995E-4,4.456431441491992E-4
63.0,0.0010459507730491099,3.825706897847363E-4,3.959398301329537E-4
64.0,9.520249119561732E-4,3.3902398942708294E-4,3.5178595947167347E-4
65.0,8.42528165978109E-4,2.9669758487745496E-4,3.084715586774247E-4
66.0,7.436728315621442E-4,2.621998712408977E-4,2.710566661971773E-4
67.0,6.542506726890859E-4,2.3171963940920887E-4,2.3562709259424385E-4
68.0,5.808470425293538E-4,2.0072747419471612E-4,2.0604441401236308E-4
69.0,5.157285817855935E-4,1.729696810133145E-4,1.7973480940984142E-4
70.0,4.601555826946425E-4,1.4695607855828567E-4,1.5765626409520542E-4
71.0,4.1427189966450144E-4,1.2969004969845514E-4,1.390337005944649E-4
72.0,3.7793663266394873E-4,1.1558108668460135E-4,1.2218421878353624E-4
73.0,3.468401772545717E-4,1.0446316474329484E-4,1.064787793623249E-4
74.0,3.146583096374817E-4,9.53635916596434E-5,9.196740266159375E-5
75.0,2.812164936394855E-4,8.767900150851257E-5,7.949243004258503E-5
76.0,2.452232542073354E-4,7.925193751036982E-5,6.799692478937226E-5
77.0,2.1254950837836016E-4,7.038620120797507E-5,5.8132831620726674E-5
78.0,1.8285477616842874E-4,6.206395206832938E-5,5.013009345410818E-5
79.0,1.7377750617806568E-4,5.4976325426378746E-5,4.862241511790949E-5
80.0,1.4655079768467993E-4,4.241976551866305E-5,3.92435113368833E-5
