"Iteration","Pressure Drop 1 Monitor: Pressure Drop 1 Monitor (Pa)"
1.0,509.0837879105499
2.0,301.0260675448122
3.0,104.25270930602112
4.0,49.203980420050996
5.0,14.909839310410952
6.0,3.0463366652813164
7.0,-2.3988977609716464
8.0,-2.420533237421555
9.0,0.2351557699141491
10.0,5.846724627585024
11.0,9.865849289368285
12.0,10.439939253949564
13.0,10.96015763094181
14.0,11.54070117863186
15.0,11.823878992915626
16.0,11.937542009625691
17.0,11.830364672057936
18.0,11.299056217739954
19.0,9.88133361059842
20.0,9.51514840624331
21.0,8.805760342802747
22.0,8.428741070380969
23.0,8.139857962393943
24.0,7.886367290387184
25.0,7.600554792992938
26.0,7.34784962116515
27.0,7.134673265057492
28.0,6.965820508942269
29.0,6.848247364932039
30.0,6.770296891315974
31.0,6.748222909088577
32.0,6.739796343972383
33.0,6.759061596852787
34.0,6.832159820614795
35.0,6.859668842479003
36.0,6.9175400121484465
37.0,6.990857474481915
38.0,7.0993431195031675
39.0,7.221569188945578
40.0,7.417676889959264
41.0,7.607211103187417
42.0,7.736429874874316
43.0,7.907552830461054
44.0,8.051813199722561
45.0,8.145227027690922
46.0,8.220676037105685
47.0,8.275266736578105
48.0,8.316493543576001
49.0,8.324075420944581
50.0,8.324918360732994
51.0,8.316696825307213
52.0,8.30918711644211
53.0,8.321376903048014
54.0,8.352528784962711
55.0,8.392146709395517
56.0,8.459366693611676
57.0,8.540495731980181
58.0,8.628690742412942
59.0,8.710911477991043
60.0,8.821112730105868
61.0,8.922800341904361
62.0,9.019503725863792
63.0,9.11768012436139
64.0,9.224860123543147
65.0,9.304330614208899
66.0,9.399775187458603
67.0,9.479628190424952
68.0,9.557382412288021
69.0,9.610144756725651
70.0,9.656603044185372
71.0,9.693313730667745
72.0,9.711039147681827
73.0,9.72737561720499
74.0,9.74695466179722
75.0,9.76535685259766
76.0,9.788570135118164
77.0,9.813424058888616
78.0,9.844093398192978
79.0,9.871411791840702
80.0,9.880087955993552
81.0,9.885244728463872
82.0,9.876905770213932
83.0,9.864984660738775
84.0,9.844122353268906
85.0,9.814192212438584
86.0,9.772685385746284
87.0,9.725771900509045
88.0,9.671757244803961
89.0,9.609085247432807
90.0,9.536889858994286
91.0,9.465082522809448
92.0,9.38872944234372
93.0,9.309094546366268
94.0,9.234210626816761
95.0,9.16230129415048
96.0,9.104328340774932
97.0,9.05461020979075
98.0,9.012813539666135
99.0,8.983973454984165
100.0,8.964273958312667
101.0,8.939088737994165
102.0,8.921472759020682
103.0,8.912703647680818
104.0,8.91541445307235
105.0,8.916159819112973
106.0,8.92068652393241
107.0,8.92461463624429
108.0,8.933640698888608
109.0,8.944447583775263
110.0,8.960129050188643
111.0,8.975426027611789
112.0,8.989090997445071
113.0,9.002091544897853
114.0,9.014252990672615
115.0,9.02604604268221
116.0,9.036372274218355
117.0,9.049276074831278
118.0,9.06367044555236
119.0,9.069604742427286
120.0,9.088578701373548
121.0,9.107724766659016
122.0,9.127297642929406
123.0,9.14741993495738
124.0,9.164826021390127
125.0,9.1811080196035
126.0,9.196330112261675
127.0,9.209078677937681
128.0,9.218184919853815
129.0,9.222885578363101
130.0,9.223803977099202
131.0,9.22087163304867
132.0,9.214507706775557
133.0,9.2049243966704
134.0,9.192669669960102
135.0,9.179022256794147
136.0,9.161347201042172
137.0,9.14809049255598
138.0,9.133997937944615
139.0,9.124922827564447
140.0,9.115607832508038
141.0,9.110150469865967
142.0,9.107659904003887
143.0,9.109467997340627
144.0,9.11505504194693
145.0,9.122969955763612
146.0,9.165490069732185
147.0,9.174247503577485
148.0,9.179722403570995
149.0,9.185975643950023
150.0,9.191296656334936
151.0,9.19600091000114
152.0,9.200484043281305
153.0,9.211772374536785
154.0,9.214012567258031
155.0,9.21577764384976
156.0,9.219365980147694
157.0,9.21999829939801
158.0,9.22466165812742
159.0,9.225449347314463
160.0,9.228379854371758
161.0,9.228296897486764
162.0,9.229093946146943
163.0,9.228671526305055
164.0,9.227154159543364
165.0,9.227444779394425
166.0,9.2271988196473
167.0,9.226016234451984
168.0,9.22440892795752
169.0,9.22271691526738
170.0,9.221282604358722
171.0,9.219874513049177
172.0,9.218323891174652
173.0,9.216318177941721
174.0,9.213627425503143
175.0,9.210065350532549
176.0,9.205549701620145
177.0,9.200036505227274
178.0,9.193535487495728
179.0,9.186095453322475
180.0,9.17779845789678
181.0,9.16875134961051
182.0,9.159074943957103
183.0,9.148884527076415
184.0,9.138287100534365
185.0,9.12737798715211
186.0,9.116868806897998
187.0,9.105071222386028
188.0,9.094115702033198
189.0,9.08223298546803
190.0,9.071002831114729
191.0,9.059641746390094
192.0,9.048175680787105
193.0,9.036688166461474
194.0,9.025260938723342
195.0,9.013941512287598
196.0,9.002763366228686
197.0,8.991753238712027
198.0,8.980933304765477
199.0,8.970765955318734
200.0,8.960545972930387
201.0,8.951065093805981
202.0,8.941121099331099
203.0,8.931890293847058
204.0,8.922057620433447
205.0,8.912908398633189
206.0,8.90394094687634
207.0,8.896457619466085
208.0,8.88962158894707
209.0,8.88055607136226
210.0,8.874101026423126
211.0,8.865041173170194
212.0,8.855849322740966
213.0,8.84780389123662
214.0,8.839974196149623
215.0,8.833760197493719
216.0,8.827511100729444
217.0,8.823363094685726
218.0,8.818547222892796
219.0,8.814160678641255
220.0,8.813295929571616
221.0,8.809122329817276
222.0,8.80562727580386
223.0,8.802659819133943
224.0,8.800060675853826
225.0,8.797907584178244
226.0,8.796240680366841
227.0,8.795119820201405
228.0,8.79425210232537
229.0,8.793480235224594
230.0,8.7927212960534
231.0,8.791926188379032
232.0,8.79108133263705
233.0,8.790198280023779
234.0,8.789302670534608
235.0,8.788425232137252
236.0,8.787595383992489
237.0,8.78683391239171
238.0,8.786146748056037
239.0,8.785542495916271
240.0,8.785011603598296
241.0,8.784541597300489
242.0,8.784119738153843
243.0,8.783725729764756
244.0,8.783336660631194
245.0,8.782971669191875
246.0,8.782468062796331
247.0,8.782061706650321
248.0,8.781530355992153
